2026-07-23 11:20:27 | INFO | BI | === RUN START ===
2026-07-23 11:20:27 | INFO | BI | - Use SQL command: DROP TABLE IF EXISTS fact_sales
2026-07-23 11:20:27 | INFO | BI | - Use conn.execute() to run the SQL command
2026-07-23 11:20:27 | INFO | BI | The fact table references the dimension tables
2026-07-23 11:20:27 | INFO | BI |    - use a foreign key to dim_customers(CustomerID)
2026-07-23 11:20:27 | INFO | BI |    - use a foreign key to dim_products(ProductID)
2026-07-23 11:20:27 | INFO | BI |    - the REFERENCES keyword ensures referential integrity
2026-07-23 11:20:27 | INFO | BI |    - every sale must link to a valid customer and product
2026-07-23 11:20:27 | INFO | BI |   fact_sales created.
2026-07-23 11:20:27 | INFO | BI | CALL a function to verify the schema........
2026-07-23 11:20:27 | INFO | BI | PASS IN conn: the DuckDB connection object
2026-07-23 11:20:27 | INFO | BI | START verify warehouse schema....
2026-07-23 11:20:27 | INFO | BI | SHOW TABLES returns a list of all tables in the database
2026-07-23 11:20:27 | INFO | BI | - Calling .fetchall() on the result of SHOW TABLES
2026-07-23 11:20:27 | INFO | BI | - Gets the result - we can store it in a variable named 'tables'
2026-07-23 11:20:27 | INFO | BI |   - Retrieved tables from the warehouse.
2026-07-23 11:20:27 | INFO | BI |  - tables has a tuple for each table in the warehouse
2026-07-23 11:20:27 | INFO | BI |  - the first tuple element (at the 0 index) is the table name
2026-07-23 11:20:27 | INFO | BI |   Tables in warehouse: ['dim_customers', 'dim_products', 'fact_sales']
2026-07-23 11:20:27 | INFO | BI | Workflow 1-CREATE DW complete
2026-07-23 11:20:27 | INFO | BI | ========================
2026-07-23 11:20:27 | INFO | BI | Executed successfully!
2026-07-23 11:20:27 | INFO | BI | ========================
2026-07-23 11:21:42 | INFO | BI | === RUN START ===
2026-07-23 11:21:42 | INFO | BI | project=BI
2026-07-23 11:21:42 | INFO | BI | repo_dir=bintel-04-warehouse
2026-07-23 11:21:42 | INFO | BI | python=3.14.6
2026-07-23 11:21:42 | INFO | BI | os=Windows 11
2026-07-23 11:21:42 | INFO | BI | shell=powershell
2026-07-23 11:21:42 | INFO | BI | cwd=.
2026-07-23 11:21:42 | INFO | BI | github_actions=False
2026-07-23 11:21:42 | INFO | BI | ========================
2026-07-23 11:21:42 | INFO | BI | START main()
2026-07-23 11:21:42 | INFO | BI | ========================
2026-07-23 11:21:42 | INFO | BI | Prepared data: = data\prepared
2026-07-23 11:21:42 | INFO | BI | Data warehouse: = artifacts\smart_sales.duckdb
2026-07-23 11:21:42 | INFO | BI | CALL a function to load each prepared dataset.............
2026-07-23 11:21:42 | INFO | BI | Loading customers prepared from data\prepared\customers_data_prepared.csv
2026-07-23 11:21:42 | INFO | BI | Loaded: 200 rows, 4 columns
2026-07-23 11:21:42 | INFO | BI | Loading products prepared from data\prepared\products_data_prepared.csv
2026-07-23 11:21:42 | INFO | BI | Loaded: 100 rows, 4 columns
2026-07-23 11:21:42 | INFO | BI | Loading sales prepared from data\prepared\sales_data_prepared.csv
2026-07-23 11:21:42 | INFO | BI | Loaded: 2392 rows, 7 columns
2026-07-23 11:21:42 | INFO | BI | ========================
2026-07-23 11:21:42 | INFO | BI | ROW COUNTS BEFORE LOAD
2026-07-23 11:21:42 | INFO | BI | ========================
2026-07-23 11:21:42 | INFO | BI |   Customers: 200 rows
2026-07-23 11:21:42 | INFO | BI |   Products:  100 rows
2026-07-23 11:21:42 | INFO | BI |   Sales:     2392 rows
2026-07-23 11:21:42 | INFO | BI | Connecting to DuckDB data warehouse........
2026-07-23 11:22:02 | INFO | BI | === RUN START ===
2026-07-23 11:22:02 | INFO | BI | project=BI
2026-07-23 11:22:02 | INFO | BI | repo_dir=bintel-04-warehouse
2026-07-23 11:22:02 | INFO | BI | python=3.14.6
2026-07-23 11:22:02 | INFO | BI | os=Windows 11
2026-07-23 11:22:02 | INFO | BI | shell=powershell
2026-07-23 11:22:02 | INFO | BI | cwd=.
2026-07-23 11:22:02 | INFO | BI | github_actions=False
2026-07-23 11:22:02 | INFO | BI | ========================
2026-07-23 11:22:02 | INFO | BI | START main()
2026-07-23 11:22:02 | INFO | BI | ========================
2026-07-23 11:22:02 | INFO | BI | Prepared data: = data\prepared
2026-07-23 11:22:02 | INFO | BI | Data warehouse: = artifacts\smart_sales.duckdb
2026-07-23 11:22:02 | INFO | BI | CALL a function to load each prepared dataset.............
2026-07-23 11:22:02 | INFO | BI | Loading customers prepared from data\prepared\customers_data_prepared.csv
2026-07-23 11:22:02 | INFO | BI | Loaded: 200 rows, 4 columns
2026-07-23 11:22:02 | INFO | BI | Loading products prepared from data\prepared\products_data_prepared.csv
2026-07-23 11:22:02 | INFO | BI | Loaded: 100 rows, 4 columns
2026-07-23 11:22:02 | INFO | BI | Loading sales prepared from data\prepared\sales_data_prepared.csv
2026-07-23 11:22:02 | INFO | BI | Loaded: 2392 rows, 7 columns
2026-07-23 11:22:02 | INFO | BI | ========================
2026-07-23 11:22:02 | INFO | BI | ROW COUNTS BEFORE LOAD
2026-07-23 11:22:02 | INFO | BI | ========================
2026-07-23 11:22:02 | INFO | BI |   Customers: 200 rows
2026-07-23 11:22:02 | INFO | BI |   Products:  100 rows
2026-07-23 11:22:02 | INFO | BI |   Sales:     2392 rows
2026-07-23 11:22:02 | INFO | BI | Connecting to DuckDB data warehouse........
2026-07-23 11:22:02 | INFO | BI | CALL a function to load customers........
2026-07-23 11:22:02 | INFO | BI | Loading customers into dim_customers
2026-07-23 11:22:02 | INFO | BI |   Loaded 200 rows into dim_customers
2026-07-23 11:22:02 | INFO | BI | CALL a function to load products........
2026-07-23 11:22:02 | INFO | BI | Loading products into dim_products
2026-07-23 11:22:02 | INFO | BI |   Loaded 100 rows into dim_products
2026-07-23 11:22:02 | INFO | BI | CALL a function to load sales........
2026-07-23 11:22:02 | INFO | BI | Loading sales into fact_sales
2026-07-23 11:22:02 | INFO | BI |   Loaded 2392 rows into fact_sales
2026-07-23 11:22:02 | INFO | BI | ========================
2026-07-23 11:22:02 | INFO | BI | ROW COUNTS AFTER LOAD
2026-07-23 11:22:02 | INFO | BI | ========================
2026-07-23 11:22:02 | INFO | BI | CALL a function to verify row counts........
2026-07-23 11:22:02 | INFO | BI |   PASS: dim_customers has 200 rows
2026-07-23 11:22:02 | INFO | BI |   PASS: dim_products has 100 rows
2026-07-23 11:22:02 | INFO | BI |   PASS: fact_sales has 2392 rows
2026-07-23 11:22:02 | INFO | BI | Workflow 2-ETL complete
2026-07-23 11:22:02 | INFO | BI | ========================
2026-07-23 11:22:02 | INFO | BI | Executed successfully!
2026-07-23 11:22:02 | INFO | BI | ========================
